text,offline_crime,online_crime,drugs,gambling,pornography,prostitution,slavery,suicide,terrorism,weapons,body_shaming,health_shaming,politics,racism,religion,sexual_minorities,sexism,social_injustice
"Перки за бабки, герои за бабки, Аллах за бабки.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.0,0.0,0.0,0.0
"А ведь дальше ещё будет хуже - православный халифат, казни за мыслепреступления, безумные парады в честь дидов и причисление путина к лику святых",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"1 Все коммунисты являются атеистами.2 Все коммунисты плохие;3 Поэтому они не правы.4 Так как большинство  верующих не коммунисты, они хорошие.5 Поэтому они правы.6 Следовательно, Бог существует.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
вводить гос.атеизмрпц де-факто - часть государства~70% населения - православныеНу-ну.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
"Наверное лучше раком встать и катать на своей спине всяких попов и в божков верить? Уж если есть выбор, я буду верить в технологии.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ты мало того что кулак ещё и поп,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"К тому, что атеисты верят, что произошли от обезьян, а христиане, что они сотворены по образу и подобию самого лучшего существа во вселенной. Разница есть.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Атеисты например верятА если меня в детстве крестили, я не верю в РПЦ и прочие религиозные общины типа Папы Иерусалимского, но верю в б-га, который у каждого свой, то я кто?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Возвела тебя в сан Бая. по их это Ваше превосходительство,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Ты глянь на реакцию стада - ему все в рот смотрят, как будто лично Аллах с ними разговаривает.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Для чего Бог через этот мир отторгает верующих от мира, допускает ненависть этого мира к верующим?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Влиятельные люди могли бы принять ислам и поехать в какой нибудь йемен, где возраста согласия нет вообще.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Не, мамкины илитарии идут в буддизм, тип религия, но не для быдла.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Ты не можешь в чтение? Я так и знал!Иисус - сила, Аллах - могила!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Вы всего лишь животные, скот, для получения и питания богов гаввахом. Вы не выйдете из цикла, медитируя и самоубиваясь.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
нет я раб осознающий свое рабство,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.0
"или в каком году был снайпером, артиллеристом и санитаромда, да танкистом,летчиком,моряком, как гитлера в плен брал, как немок в губья целовал, разоблачал проклятых смершевцев, порицал насильников он то конечно не такой, он классный.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"Бездуховные пиндосы воевали в европе, на тихом океане, в африке. На три фронта. И еще поставляли танки бриташкам, совкам, неграм и многим другим.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"Пока есть Ассад, есть война, которая могилизует огромные массы исламских фанатиков со всех сторон фронта. Пропадет асадка - евреи получат талибан у самой границы, но с нефтью вместо героина.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
самые изощренные видосы с забивания камнями у рабаов и африканцев чаще всего наших друзьяшек тип лучшие друзья России террористы Хезболлы,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"Обстреливаешь такой свои городаГоворишь потом что это москали расстрелялиНу да, москали суки приняли крым и не разрешают по нему стрелять.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"То есть, по твоему мнению, русские - это элита? На самом деле нет. А уничтожать нужно элиту.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"нету даже ебанных скинхедов которые ходят и гасят русских с криками пиздуй к себе в Россию урусНа юге говорят есть такое. Пиздят просто за то, что ты русня",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
пора ба АТО против хохлов вводить,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"Попратимы какелов: чечены, грузины, турки, ИГ всем составом и поляки с чухней.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"но сказки о том что сотни тыщ бабахов которые европа себе завозит только грабят, взрывают европейские города и живут на пособия - не более чем киселевская пропаганда.Ну тебе лучше знать, хуй-через-хуй. Прям тебе самое место в этом разделе.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"Сейчас тебе хохлы и прочая задротня ответит....Однако, наша армия в Сирии ИГИЛ таки уделала.А ведь там были не тупые ""шшэ нэ вмэрла..."",а профессионально подготовленные бойцы.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"нападаешь на свои территорииразъебываешь в хламсетуешь на соседнюю странуРоссия бы не стала помогать донбассу, не начни киев домашнюю войнушку.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"ихтаместь.объявляйте россии войну, ебаные хохлы.вы даже не народ и не государство, а просто черви и пидоры",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"пока лучше получается обезлюдить бандерстан, хохлы хохлоф обезлюживают назло России , хохлоскот хули",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"ИДИЁТ!!!если не уничтожим басмачей в САР, значит за госдеповские печеньки они будут воевать на нашей территории, как в 90-е",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"Почему Турция возбудилась на Сирийских курдов, они же герои войны с террористами?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
негры всегда были ленивыми. подневольный труд не облагораживает.это у них по наследству.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"Потому что тогда сложно было бы объяснить рабам, которых народом называли, хули они так хуево живут то при вожделенном коммунизме.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Работа для рабов! Хохлы не работают!,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"Раньше рабам работу давали, а сейчас рабы сами должны ее искать, демократия",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"вся суть рашки, сраные рабы в своей же стране",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"А я просто напомню, что: Путинский патриот = украинская проститка и спонсор антирусского киевского режима",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Украинсккоговорящего русского посадили на бутылку украинскоговорящие русские. На Украине.Всё так.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"Сиськи, ж0пы и вагины, чем гордится Украине..?",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"Приверженцы светского стоя в Турции. А так хуй знает, что у них на инжирлике творится, могут соснуть все.",0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
похуизм русскийОпять русские хохлам говно в жопу залили.,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"Сюда бы вебм с толпой негров, избивающих белого с портретом Трампа и похуизмом всех вокруг.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"таджики с узбеками против кавказцевЧто то тут не чисто, таджики узбеков на дуз не переносят, что тащем та взаимно. На родине резать друг друга им запрещают Эмомали с Каримовым, а тут они могут друг друга убивать только так.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
хотят извести русских и произвести замещение населения,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"Йа тебя умоляю.1 РФ отжала внаглую Крым2 На Донбасе боевиками руководят российские Генералы.Даже если РФ вернет все взад, этот период в 2 года будет раскручен в украинской историкографии, как случай второго голодомора.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"Буржуины говорят, что при капитализме все продается. За какую сумму вы можете продать Родину и свою мать?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"Я знаю про. Эту многоходовочку. Но Неужели богатые не понимают, что убивая белых как они, они сами себе уничтожают будущее, своим потомкам, потому что заставляют белую расу вырождаться? Или им похуй?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"Осудили ли хоть одного фашика из ""бейтара"" за расстрел мирных москвичей в 93-м с крыши мэрии жида лужка?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"Гитлер убивал меньшинства, евреев, цыган, а Сталин убивал этническое большинство - русских.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
русские психиатрические феномены1.русские грабят друг друга и вывозят награбленное на запад2.ограбленные русские ПОДДЕРЖИВАЮТ русских грабителей3.ограбленные русские и русские грабители во всем обвиняют запад,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
